"2025-01-11T00:11:47Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":326.0,"y":-14.0,"z":653.0},"createdAt":1736554307337,"expireAt":1736554907337,"owner":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":326.4412662519829,"y":-12.078400001525878,"z":655.5225089749873,"yaw":53.0324,"pitch":26.392365}},"isProtected":false,"inventory":{"type":"CHEST","size":45,"content":[{"v":3953,"type":"DIAMOND_SWORD","meta":{"meta-type":"UNSPECIFIC","Damage":182}},{"v":3953,"type":"DIAMOND_PICKAXE","meta":{"meta-type":"UNSPECIFIC","Damage":3}},{"v":3953,"type":"MELON_SLICE","amount":17},{"v":3953,"type":"DIAMOND_SHOVEL","meta":{"meta-type":"UNSPECIFIC","Damage":73}},{"v":3953,"type":"SHULKER_SHELL"},{"v":3953,"type":"EXPERIENCE_BOTTLE","amount":12},{"v":3953,"type":"DIRT","amount":15},{"v":3953,"type":"LILAC"},{"v":3953,"type":"PLAYER_HEAD","meta":{"meta-type":"SKULL","skull-owner":{}}},{"v":3953,"type":"HONEY_BOTTLE"},{"v":3953,"type":"EMERALD","amount":15},{"v":3953,"type":"OMINOUS_BOTTLE","meta":{"meta-type":"OMINOUS_BOTTLE","ominous-bottle-amplifier":2}},{"v":3953,"type":"WATER_BUCKET"},{"v":3953,"type":"SPLASH_POTION","meta":{"meta-type":"POTION","potion-type":"minecraft:strong_swiftness","custom-effects":[]}},{"v":3953,"type":"OAK_SIGN"},{"v":3953,"type":"NETHERITE_UPGRADE_SMITHING_TEMPLATE"},{"v":3953,"type":"HEART_OF_THE_SEA","amount":64,"meta":{"meta-type":"UNSPECIFIC","display-name":"\"EKOINs\"","lore":["\"EKOINs de Misiones - Felicidades\""],"unhandled":"H4sIAAAAAAAA/+NiYOBikM3NzEtNLkpMK7EqLskvSk2JT81LzkjMK8lNzSsp5mJgy0ktS80pZmYQRChMyy8qKc1LZQDpZ2AAAOjRd1FHAAAA"}},{"v":3953,"type":"LAVA_BUCKET"},{"v":3953,"type":"GHAST_TEAR","amount":3},{"v":3953,"type":"CHEST"},{"v":3953,"type":"OMINOUS_BOTTLE","amount":3,"meta":{"meta-type":"OMINOUS_BOTTLE","ominous-bottle-amplifier":3}},{"v":3953,"type":"TRIAL_SPAWNER"},{"v":3953,"type":"ENDER_PEARL","amount":16},{"v":3953,"type":"SPLASH_POTION","meta":{"meta-type":"POTION","potion-type":"minecraft:long_leaping","custom-effects":[]}},{"v":3953,"type":"OMINOUS_BOTTLE","meta":{"meta-type":"OMINOUS_BOTTLE","ominous-bottle-amplifier":1}},{"v":3953,"type":"SPIDER_EYE"},{"v":3953,"type":"TRIAL_KEY","amount":3},{"v":3953,"type":"TIPPED_ARROW","meta":{"meta-type":"POTION","potion-type":"minecraft:strong_poison","custom-effects":[]}},{"v":3953,"type":"WITHER_ROSE"},{"v":3953,"type":"OBSIDIAN"},{"v":3953,"type":"BLACK_BED"},{"v":3953,"type":"TORCH","amount":8},{"v":3953,"type":"INK_SAC","amount":2},{"v":3953,"type":"OMINOUS_TRIAL_KEY"},{"v":3953,"type":"DIAMOND_BOOTS","meta":{"meta-type":"ARMOR","Damage":220}},{"v":3953,"type":"DIAMOND_LEGGINGS","meta":{"meta-type":"ARMOR","Damage":220}},{"v":3953,"type":"DIAMOND_CHESTPLATE","meta":{"meta-type":"ARMOR","Damage":220}},{"v":3953,"type":"DIAMOND_HELMET","meta":{"meta-type":"ARMOR","Damage":220}}]}}}"
"2025-01-11T00:11:49Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":326.0,"y":-14.0,"z":653.0},"createdAt":1736554307337,"expireAt":1736554907337,"owner":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":1123.5295069202878,"y":60.0,"z":1240.3700379758543,"yaw":-177.98633,"pitch":60.6405}},"isProtected":false,"inventory":{"type":"CHEST","size":45,"content":[]}},"reason":"BLOCK_EXPLOSION","extra":{"block":{}}}"
"2025-01-11T00:12:24Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":1102.0,"y":-15.0,"z":1007.0},"createdAt":1736554344434,"expireAt":1736554944434,"owner":{"name":".Mattx11053","op":false,"id":"00000000-0000-0000-0009-01f0f53e84d2","entity-id":4117,"location":{"world":"world","x":1102.3711,"y":-15.0,"z":1007.4922,"yaw":164.70874,"pitch":25.019043}},"isProtected":false,"inventory":{"type":"CHEST","size":45,"content":[{"v":3953,"type":"IRON_AXE","meta":{"meta-type":"UNSPECIFIC","Damage":229}},{"v":3953,"type":"IRON_CHESTPLATE","meta":{"meta-type":"ARMOR","Damage":222}},{"v":3953,"type":"GLOW_INK_SAC","amount":6},{"v":3953,"type":"REDSTONE","amount":38},{"v":3953,"type":"BLACKSTONE","amount":62},{"v":3953,"type":"RAW_GOLD"},{"v":3953,"type":"TROPICAL_FISH","amount":22},{"v":3953,"type":"STRING","amount":2},{"v":3953,"type":"LEVER"},{"v":3953,"type":"COBBLED_DEEPSLATE","amount":64},{"v":3953,"type":"CARROT","amount":59},{"v":3953,"type":"BLACKSTONE","amount":28},{"v":3953,"type":"DIAMOND","meta":{"meta-type":"UNSPECIFIC","display-name":"{\"translate\":\"Thx Aza\"}"}},{"v":3953,"type":"IRON_INGOT","amount":3},{"v":3953,"type":"COBBLED_DEEPSLATE","amount":64},{"v":3953,"type":"COBBLED_DEEPSLATE","amount":62},{"v":3953,"type":"BOW","meta":{"meta-type":"UNSPECIFIC","Damage":106}},{"v":3953,"type":"LAPIS_LAZULI","amount":56},{"v":3953,"type":"BONE_MEAL"},{"v":3953,"type":"STONE_BRICK_STAIRS","amount":8},{"v":3953,"type":"CARROT","amount":64},{"v":3953,"type":"STICK","amount":7},{"v":3953,"type":"IRON_NUGGET","amount":11},{"v":3953,"type":"BONE","amount":10},{"v":3953,"type":"SMOOTH_BASALT","amount":5},{"v":3953,"type":"NETHERRACK","amount":48},{"v":3953,"type":"ARROW","amount":12},{"v":3953,"type":"FLOWERING_AZALEA","amount":2},{"v":3953,"type":"GRAVEL","amount":25},{"v":3953,"type":"CARROT","amount":64},{"v":3953,"type":"OBSIDIAN","amount":13},{"v":3953,"type":"DIAMOND","amount":17},{"v":3953,"type":"OAK_LOG","amount":45},{"v":3953,"type":"COBBLESTONE","amount":23},{"v":3953,"type":"IRON_BOOTS","meta":{"meta-type":"ARMOR","Damage":33}},{"v":3953,"type":"IRON_CHESTPLATE","meta":{"meta-type":"ARMOR","Damage":33}},{"v":3953,"type":"IRON_HELMET","meta":{"meta-type":"ARMOR","Damage":33}},{"v":3953,"type":"SHIELD","meta":{"meta-type":"SHIELD","Damage":99}}]}}}"
"2025-01-11T00:12:39Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":325.0,"y":-16.0,"z":652.0},"createdAt":1736554359889,"expireAt":1736554959889,"owner":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":325.44785961562695,"y":-16.0,"z":652.4121818345614,"yaw":-151.56723,"pitch":1.3423847}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"v":3953,"type":"PLAYER_HEAD","meta":{"meta-type":"SKULL","skull-owner":{}}}]}}}"
"2025-01-11T00:12:40Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":1102.0,"y":-15.0,"z":1007.0},"createdAt":1736554344434,"expireAt":1736554944434,"owner":{"name":".Mattx11053","op":false,"id":"00000000-0000-0000-0009-01f0f53e84d2","entity-id":4117,"location":{"world":"world","x":1101.7244,"y":-15.0,"z":1007.3919,"yaw":-81.850395,"pitch":43.04196}},"isProtected":false,"inventory":{"type":"CHEST","size":45,"content":[]}},"reason":"BREAK","extra":{"player":{"name":".Mattx11053","op":false,"id":"00000000-0000-0000-0009-01f0f53e84d2","entity-id":4117,"location":{"world":"world","x":1101.7244,"y":-15.0,"z":1007.3919,"yaw":-81.850395,"pitch":43.04196}}}}"
"2025-01-11T00:12:46Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":325.0,"y":-16.0,"z":652.0},"createdAt":1736554359889,"expireAt":1736554959889,"owner":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":327.116320686782,"y":-16.0,"z":650.2907912851454,"yaw":26.782814,"pitch":21.899979}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[]}},"reason":"PLAYER","extra":{"player":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":327.116320686782,"y":-16.0,"z":650.2907912851454,"yaw":26.782814,"pitch":21.899979}}}}"
"2025-01-11T00:12:53Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":333.0,"y":-21.0,"z":635.0},"createdAt":1736554373885,"expireAt":1736554973885,"owner":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":334.28084506889155,"y":-17.99866402088785,"z":634.3000000119209,"yaw":102.23285,"pitch":26.099983}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"v":3953,"type":"PLAYER_HEAD","meta":{"meta-type":"SKULL","skull-owner":{}}}]}}}"
"2025-01-11T00:13:27Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":325.0,"y":-14.0,"z":658.0},"createdAt":1736554407036,"expireAt":1736555007036,"owner":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":325.69999998807907,"y":-14.0,"z":658.8606293987599,"yaw":-15.967186,"pitch":40.199974}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"v":3953,"type":"DIAMOND_AXE","meta":{"meta-type":"UNSPECIFIC","display-name":"{\"text\":\"\",\"extra\":[{\"text\":\"[ La Hacha \",\"italic\":false,\"color\":\"yellow\",\"bold\":true},{\"text\":\"Mitica \",\"italic\":false,\"color\":\"gold\",\"bold\":true},{\"text\":\"]\",\"italic\":false,\"color\":\"yellow\",\"bold\":true}]}","lore":["\"\"","{\"text\":\"\",\"extra\":[{\"text\":\"Creada por los mismos \",\"obfuscated\":false,\"italic\":false,\"underlined\":false,\"strikethrough\":false,\"color\":\"yellow\",\"bold\":false},{\"text\":\"Dioses, \",\"italic\":false,\"color\":\"gold\",\"bold\":true},{\"text\":\"una arma capaz de vencer hasta a la mas grande \",\"italic\":false,\"color\":\"yellow\",\"bold\":false},{\"text\":\"oscuridad..\",\"italic\":false,\"color\":\"dark_red\",\"bold\":true}]}","\"\""],"enchants":{"minecraft:knockback":10,"minecraft:sharpness":20,"minecraft:unbreaking":10},"Unbreakable":true}}]}}}"
"2025-01-11T00:13:32Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":325.0,"y":-14.0,"z":658.0},"createdAt":1736554407036,"expireAt":1736555007036,"owner":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":325.92024423673416,"y":-13.0,"z":659.3000000119209,"yaw":165.5328,"pitch":65.550026}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[]}},"reason":"THIEF","extra":{"player":{"name":"sCesar_","op":true,"id":"7e6fff1d-74ad-3b02-ab79-6e5c7f4b54ba","entity-id":525,"location":{"world":"world","x":324.4302832593817,"y":-14.0,"z":656.8995179410978,"yaw":-21.065918,"pitch":48.2737}}}}"
"2025-01-11T00:13:39Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":324.0,"y":-13.0,"z":655.0},"createdAt":1736554419485,"expireAt":1736555019485,"owner":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":325.0612450299175,"y":-13.0,"z":655.3000000119209,"yaw":-10.867171,"pitch":34.350033}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"v":3953,"type":"PLAYER_HEAD","meta":{"meta-type":"SKULL","skull-owner":{}}}]}}}"
"2025-01-11T00:16:52Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":333.0,"y":-21.0,"z":635.0},"createdAt":1736554373885,"expireAt":1736554973885,"owner":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":334.08771185417504,"y":-18.0,"z":634.8932168695901,"yaw":29.482697,"pitch":79.65002}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[]}},"reason":"PLAYER","extra":{"player":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":334.08771185417504,"y":-18.0,"z":634.8932168695901,"yaw":29.482697,"pitch":79.65002}}}}"
"2025-01-11T00:17:55Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":324.0,"y":-13.0,"z":655.0},"createdAt":1736554419485,"expireAt":1736555019485,"owner":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":325.0912507449313,"y":-13.0,"z":656.2375000119209,"yaw":147.98277,"pitch":46.799988}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[]}},"reason":"PLAYER","extra":{"player":{"name":"TheMario_SM","op":false,"id":"4fbc7bf1-ecc0-3ede-ac20-90acfbd824d1","entity-id":2969,"location":{"world":"world","x":325.0912507449313,"y":-13.0,"z":656.2375000119209,"yaw":147.98277,"pitch":46.799988}}}}"
"2025-01-11T00:20:11Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":64.0,"y":64.0,"z":1821.0},"createdAt":1736554811788,"expireAt":1736555411788,"owner":{"name":".Mattx11053","op":false,"id":"00000000-0000-0000-0009-01f0f53e84d2","entity-id":4117,"location":{"world":"world","x":65.322136,"y":64.42,"z":1822.7739,"yaw":-31.940872,"pitch":21.443771}},"isProtected":false,"inventory":{"type":"CHEST","size":45,"content":[{"v":3953,"type":"IRON_AXE","meta":{"meta-type":"UNSPECIFIC","Damage":237}},{"v":3953,"type":"IRON_CHESTPLATE","meta":{"meta-type":"ARMOR","Damage":222}},{"v":3953,"type":"GLOW_INK_SAC","amount":6},{"v":3953,"type":"REDSTONE","amount":38},{"v":3953,"type":"BLACKSTONE","amount":46},{"v":3953,"type":"RAW_GOLD"},{"v":3953,"type":"TROPICAL_FISH","amount":22},{"v":3953,"type":"CARROT","amount":48},{"v":3953,"type":"LEVER"},{"v":3953,"type":"COBBLED_DEEPSLATE","amount":64},{"v":3953,"type":"CARROT","amount":64},{"v":3953,"type":"BLACKSTONE","amount":26},{"v":3953,"type":"DIAMOND","meta":{"meta-type":"UNSPECIFIC","display-name":"{\"translate\":\"Thx Aza\"}"}},{"v":3953,"type":"IRON_INGOT","amount":3},{"v":3953,"type":"COBBLED_DEEPSLATE","amount":64},{"v":3953,"type":"COBBLED_DEEPSLATE","amount":62},{"v":3953,"type":"BOW","meta":{"meta-type":"UNSPECIFIC","Damage":106}},{"v":3953,"type":"LAPIS_LAZULI","amount":56},{"v":3953,"type":"BONE_MEAL"},{"v":3953,"type":"STONE_BRICK_STAIRS","amount":8},{"v":3953,"type":"CARROT","amount":64},{"v":3953,"type":"STICK","amount":7},{"v":3953,"type":"IRON_NUGGET","amount":11},{"v":3953,"type":"BONE","amount":10},{"v":3953,"type":"SMOOTH_BASALT","amount":5},{"v":3953,"type":"NETHERRACK","amount":48},{"v":3953,"type":"ARROW","amount":12},{"v":3953,"type":"FLOWERING_AZALEA","amount":2},{"v":3953,"type":"GRAVEL","amount":25},{"v":3953,"type":"STRING","amount":2},{"v":3953,"type":"OBSIDIAN","amount":13},{"v":3953,"type":"DIAMOND","amount":17},{"v":3953,"type":"OAK_LOG","amount":45},{"v":3953,"type":"COBBLESTONE","amount":23},{"v":3953,"type":"MUTTON"},{"v":3953,"type":"BIRCH_SAPLING"},{"v":3953,"type":"IRON_BOOTS","meta":{"meta-type":"ARMOR","Damage":46}},{"v":3953,"type":"IRON_CHESTPLATE","meta":{"meta-type":"ARMOR","Damage":46}}]}}}"
"2025-01-11T00:20:38Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":64.0,"y":64.0,"z":1821.0},"createdAt":1736554811788,"expireAt":1736555411788,"owner":{"name":".Mattx11053","op":false,"id":"00000000-0000-0000-0009-01f0f53e84d2","entity-id":4117,"location":{"world":"world","x":65.90006,"y":64.0,"z":1822.1326,"yaw":111.75751,"pitch":38.88211}},"isProtected":false,"inventory":{"type":"CHEST","size":45,"content":[]}},"reason":"BREAK","extra":{"player":{"name":".Mattx11053","op":false,"id":"00000000-0000-0000-0009-01f0f53e84d2","entity-id":4117,"location":{"world":"world","x":65.90006,"y":64.0,"z":1822.1326,"yaw":111.75751,"pitch":38.88211}}}}"
"2025-01-11T00:32:39Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-12.0,"y":64.0,"z":2600.0},"createdAt":1736555559500,"expireAt":1736556159500,"owner":{"name":".Mattx11053","op":false,"id":"00000000-0000-0000-0009-01f0f53e84d2","entity-id":26108,"location":{"world":"world","x":-11.30001,"y":63.0,"z":2600.6606,"yaw":-6.7864685,"pitch":-20.983902}},"isProtected":false,"inventory":{"type":"CHEST","size":36,"content":[{"v":3953,"type":"IRON_PICKAXE","meta":{"meta-type":"UNSPECIFIC","Damage":8}},{"v":3953,"type":"BOW","meta":{"meta-type":"UNSPECIFIC","Damage":118}},{"v":3953,"type":"CARROT","amount":64},{"v":3953,"type":"COBBLED_DEEPSLATE","amount":25},{"v":3953,"type":"WHEAT_SEEDS","amount":4},{"v":3953,"type":"BONE_MEAL"},{"v":3953,"type":"CARROT","amount":64},{"v":3953,"type":"STICK","amount":7},{"v":3953,"type":"SMOOTH_BASALT","amount":5},{"v":3953,"type":"ARROW","amount":6},{"v":3953,"type":"DIAMOND","amount":17},{"v":3953,"type":"COBBLESTONE","amount":23},{"v":3953,"type":"MUTTON"},{"v":3953,"type":"BIRCH_SAPLING"},{"v":3953,"type":"RAW_GOLD"},{"v":3953,"type":"BONE","amount":10},{"v":3953,"type":"OAK_LOG","amount":44},{"v":3953,"type":"REDSTONE","amount":38},{"v":3953,"type":"DIAMOND","meta":{"meta-type":"UNSPECIFIC","display-name":"{\"translate\":\"Thx Aza\"}"}},{"v":3953,"type":"IRON_NUGGET","amount":11},{"v":3953,"type":"GLOW_INK_SAC","amount":6},{"v":3953,"type":"FLOWERING_AZALEA","amount":2},{"v":3953,"type":"STRING","amount":2},{"v":3953,"type":"BLACKSTONE","amount":64},{"v":3953,"type":"TROPICAL_FISH","amount":22},{"v":3953,"type":"STONE_BRICK_STAIRS","amount":8},{"v":3953,"type":"ROOTED_DIRT","amount":3},{"v":3953,"type":"OBSIDIAN","amount":13},{"v":3953,"type":"IRON_CHESTPLATE","meta":{"meta-type":"ARMOR","Damage":222}},{"v":3953,"type":"CARROT","amount":48},{"v":3953,"type":"BLACKSTONE","amount":8},{"v":3953,"type":"NETHERRACK","amount":48},{"v":3953,"type":"GRAVEL","amount":25},{"v":3953,"type":"IRON_BOOTS","meta":{"meta-type":"ARMOR","Damage":55}},{"v":3953,"type":"IRON_CHESTPLATE","meta":{"meta-type":"ARMOR","Damage":55}}]}}}"
"2025-01-11T00:32:55Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":-12.0,"y":64.0,"z":2600.0},"createdAt":1736555559500,"expireAt":1736556159500,"owner":{"name":".Mattx11053","op":false,"id":"00000000-0000-0000-0009-01f0f53e84d2","entity-id":26108,"location":{"world":"world","x":-12.532324,"y":63.0,"z":2599.7986,"yaw":-71.79875,"pitch":14.554657}},"isProtected":false,"inventory":{"type":"CHEST","size":36,"content":[]}},"reason":"BREAK","extra":{"player":{"name":".Mattx11053","op":false,"id":"00000000-0000-0000-0009-01f0f53e84d2","entity-id":26108,"location":{"world":"world","x":-12.532324,"y":63.0,"z":2599.7986,"yaw":-71.79875,"pitch":14.554657}}}}"
